3-Jun-02,37409,1027.53
27-May-02,37402,1067.14
20-May-02,37395,1083.82
13-May-02,37388,1106.59
6-May-02,37381,1054.99
29-Apr-02,37374,1073.43
22-Apr-02,37367,1076.32
15-Apr-02,37360,1125.17
8-Apr-02,37353,1111.01
1-Apr-02,37346,1122.73
25-Mar-02,37339,1147.39
18-Mar-02,37332,1148.70
11-Mar-02,37325,1166.16
4-Mar-02,37318,1164.31
25-Feb-02,37311,1131.78
18-Feb-02,37304,1089.84
11-Feb-02,37297,1104.18
4-Feb-02,37290,1096.22
28-Jan-02,37283,1122.20
21-Jan-02,37276,1133.28
14-Jan-02,37269,1127.58
7-Jan-02,37262,1145.60
31-Dec-01,37255,1172.51
24-Dec-01,37248,1161.02
17-Dec-01,37241,1144.89
10-Dec-01,37234,1123.09
3-Dec-01,37227,1158.31
26-Nov-01,37220,1139.45
19-Nov-01,37213,1150.34
12-Nov-01,37206,1138.65
5-Nov-01,37199,1120.31
29-Oct-01,37192,1087.20
22-Oct-01,37185,1104.61
15-Oct-01,37178,1073.48
8-Oct-01,37171,1091.65
1-Oct-01,37164,1071.38
24-Sep-01,37157,1040.94
17-Sep-01,37150,965.80
10-Sep-01,37143,1092.54
3-Sep-01,37136,1085.78
27-Aug-01,37129,1133.58
20-Aug-01,37122,1184.93
13-Aug-01,37115,1161.97
6-Aug-01,37108,1190.16
30-Jul-01,37101,1214.35
23-Jul-01,37094,1205.82
16-Jul-01,37087,1210.85
9-Jul-01,37080,1215.68
2-Jul-01,37073,1190.59
25-Jun-01,37066,1224.38
18-Jun-01,37059,1225.35
11-Jun-01,37052,1214.36
4-Jun-01,37045,1264.96
28-May-01,37038,1260.67
21-May-01,37031,1277.89
14-May-01,37024,1291.96
7-May-01,37017,1245.67
30-Apr-01,37010,1266.61
23-Apr-01,37003,1253.05
16-Apr-01,36996,1242.98
9-Apr-01,36989,1183.50
2-Apr-01,36982,1128.43
26-Mar-01,36975,1160.33
19-Mar-01,36968,1139.83
12-Mar-01,36961,1150.53
5-Mar-01,36954,1233.42
26-Feb-01,36947,1234.18
19-Feb-01,36940,1245.86
12-Feb-01,36933,1301.53
5-Feb-01,36926,1314.76
29-Jan-01,36919,1349.47
22-Jan-01,36912,1354.95
15-Jan-01,36905,1342.54
8-Jan-01,36898,1318.55
1-Jan-01,36891,1298.35
25-Dec-00,36884,1320.28
18-Dec-00,36877,1305.95
11-Dec-00,36870,1312.15
4-Dec-00,36863,1369.89
27-Nov-00,36856,1315.23
20-Nov-00,36849,1341.77
13-Nov-00,36842,1367.72
6-Nov-00,36835,1365.98
30-Oct-00,36828,1426.69
23-Oct-00,36821,1379.58
16-Oct-00,36814,1396.93
9-Oct-00,36807,1374.17
2-Oct-00,36800,1408.99
25-Sep-00,36793,1436.51
18-Sep-00,36786,1448.72
11-Sep-00,36779,1465.81
4-Sep-00,36772,1494.50
28-Aug-00,36765,1520.77
21-Aug-00,36758,1506.45
14-Aug-00,36751,1491.72
7-Aug-00,36744,1471.84
31-Jul-00,36737,1462.93
24-Jul-00,36730,1419.89
17-Jul-00,36723,1480.19
10-Jul-00,36716,1509.98
3-Jul-00,36709,1478.90
26-Jun-00,36702,1454.60
19-Jun-00,36695,1441.48
12-Jun-00,36688,1464.46
5-Jun-00,36681,1456.95
29-May-00,36674,1477.26
22-May-00,36667,1378.02
15-May-00,36660,1406.95
8-May-00,36653,1420.96
1-May-00,36646,1432.63
24-Apr-00,36639,1452.43
17-Apr-00,36632,1434.54
10-Apr-00,36625,1356.56
3-Apr-00,36618,1516.35
27-Mar-00,36611,1498.58
20-Mar-00,36604,1527.46
13-Mar-00,36597,1464.47
6-Mar-00,36590,1395.07
28-Feb-00,36583,1409.17
21-Feb-00,36576,1333.36
14-Feb-00,36569,1346.09
7-Feb-00,36562,1387.12
31-Jan-00,36555,1424.37
24-Jan-00,36548,1360.16
17-Jan-00,36541,1441.36
10-Jan-00,36534,1465.15
3-Jan-00,36527,1441.47
27-Dec-99,36520,1469.25
20-Dec-99,36513,1458.34
13-Dec-99,36506,1421.03
6-Dec-99,36499,1417.04
29-Nov-99,36492,1433.30
22-Nov-99,36485,1416.62
15-Nov-99,36478,1422.00
8-Nov-99,36471,1396.06
1-Nov-99,36464,1370.23
25-Oct-99,36457,1362.93
18-Oct-99,36450,1301.65
11-Oct-99,36443,1247.41
4-Oct-99,36436,1336.02
27-Sep-99,36429,1282.81
20-Sep-99,36422,1277.36
13-Sep-99,36415,1335.42
6-Sep-99,36408,1351.66
30-Aug-99,36401,1357.24
23-Aug-99,36394,1348.27
16-Aug-99,36387,1336.61
9-Aug-99,36380,1327.68
2-Aug-99,36373,1300.29
26-Jul-99,36366,1328.72
19-Jul-99,36359,1356.94
12-Jul-99,36352,1418.78
5-Jul-99,36345,1403.28
28-Jun-99,36338,1391.22
21-Jun-99,36331,1315.31
14-Jun-99,36324,1342.84
7-Jun-99,36317,1293.64
31-May-99,36310,1327.75
24-May-99,36303,1301.84
17-May-99,36296,1330.29
10-May-99,36289,1337.80
3-May-99,36282,1345.00
26-Apr-99,36275,1335.18
19-Apr-99,36268,1356.85
12-Apr-99,36261,1319.00
5-Apr-99,36254,1348.35
29-Mar-99,36247,1293.72
22-Mar-99,36240,1282.80
15-Mar-99,36233,1299.29
8-Mar-99,36226,1294.59
1-Mar-99,36219,1275.47
22-Feb-99,36212,1238.33
15-Feb-99,36205,1239.22
8-Feb-99,36198,1230.13
1-Feb-99,36191,1239.40
25-Jan-99,36184,1279.64
18-Jan-99,36177,1225.19
11-Jan-99,36170,1243.26
4-Jan-99,36163,1275.09
28-Dec-98,36156,1229.23
21-Dec-98,36149,1226.27
14-Dec-98,36142,1188.03
7-Dec-98,36135,1166.46
30-Nov-98,36128,1176.74
23-Nov-98,36121,1192.33
16-Nov-98,36114,1163.55
9-Nov-98,36107,1125.72
2-Nov-98,36100,1141.01
26-Oct-98,36093,1098.67
19-Oct-98,36086,1070.67
12-Oct-98,36079,1056.42
5-Oct-98,36072,984.39
28-Sep-98,36065,1002.60
21-Sep-98,36058,1044.75
14-Sep-98,36051,1020.09
7-Sep-98,36044,1009.06
31-Aug-98,36037,973.89
24-Aug-98,36030,1027.14
17-Aug-98,36023,1081.24
10-Aug-98,36016,1062.75
3-Aug-98,36009,1089.45
27-Jul-98,36002,1120.67
20-Jul-98,35995,1140.80
13-Jul-98,35988,1186.75
6-Jul-98,35981,1164.33
29-Jun-98,35974,1146.42
22-Jun-98,35967,1133.20
15-Jun-98,35960,1100.65
8-Jun-98,35953,1098.84
1-Jun-98,35946,1113.86
25-May-98,35939,1090.82
18-May-98,35932,1110.47
11-May-98,35925,1108.73
4-May-98,35918,1108.14
27-Apr-98,35911,1121.00
20-Apr-98,35904,1107.90
13-Apr-98,35897,1122.72
6-Apr-98,35890,1110.67
30-Mar-98,35883,1122.70
23-Mar-98,35876,1095.44
16-Mar-98,35869,1099.16
9-Mar-98,35862,1068.61
2-Mar-98,35855,1055.69
23-Feb-98,35848,1049.34
16-Feb-98,35841,1034.21
9-Feb-98,35834,1020.09
2-Feb-98,35827,1012.46
26-Jan-98,35820,980.28
19-Jan-98,35813,957.59
12-Jan-98,35806,961.51
5-Jan-98,35799,927.69
29-Dec-97,35792,975.04
22-Dec-97,35785,936.46
15-Dec-97,35778,946.78
8-Dec-97,35771,953.39
1-Dec-97,35764,983.79
24-Nov-97,35757,955.40
17-Nov-97,35750,963.09
10-Nov-97,35743,928.35
3-Nov-97,35736,927.51
27-Oct-97,35729,914.62
20-Oct-97,35722,941.64
13-Oct-97,35715,944.16
6-Oct-97,35708,966.98
29-Sep-97,35701,965.03
22-Sep-97,35694,945.22
15-Sep-97,35687,950.51
8-Sep-97,35680,923.91
1-Sep-97,35673,929.05
25-Aug-97,35666,899.47
18-Aug-97,35659,923.54
11-Aug-97,35652,900.81
4-Aug-97,35645,933.54
28-Jul-97,35638,947.14
21-Jul-97,35631,938.79
14-Jul-97,35624,915.30
7-Jul-97,35617,916.68
30-Jun-97,35610,916.92
23-Jun-97,35603,887.30
16-Jun-97,35596,898.70
9-Jun-97,35589,893.27
2-Jun-97,35582,858.01
26-May-97,35575,848.28
19-May-97,35568,847.03
12-May-97,35561,829.75
5-May-97,35554,824.78
28-Apr-97,35547,812.97
21-Apr-97,35540,765.37
14-Apr-97,35533,766.34
7-Apr-97,35526,737.65
31-Mar-97,35519,757.90
24-Mar-97,35512,773.88
17-Mar-97,35505,784.10
10-Mar-97,35498,793.17
3-Mar-97,35491,804.97
24-Feb-97,35484,790.82
17-Feb-97,35477,801.77
10-Feb-97,35470,808.48
3-Feb-97,35463,789.56
27-Jan-97,35456,786.16
20-Jan-97,35449,770.52
13-Jan-97,35442,776.17
6-Jan-97,35435,759.50
